15;B27;MEDO DE OUTRAS DOENÇAS DO SANGUE /VASOS LINFÁTICOS;;SE O PACIENTE TEM A DOENÇA, CODIFIQUE-A;;;PACIENTE QUE RECEIA TER OUTRA DOENÇA SEM A TER, OU ATÉ O DIAGNÓSTICO SER CONFIRMADO;1;3;2
16;B28;LIMITAÇÃO FUNCIONAL/INCAPACIDADE;INCAPACIDADE PROVOCADA POR PROBLEMAS DE PERDA DE SANGUE;;;OS QUADROS COOP/WONCA PERMITEM CODIFICAR O ESTADO FUNCIONAL DO PACIENTE (VER CAPÍTULO 8).;LIMITAÇÃO FUNCIONAL/ INCAPACIDADE DEVIDO A PROBLEMA NO SANGUE/ ÓRGÃOS FORMADORES DE SANGUE/ MECANISMO IMUNE;1;3;2
17;B29;OUTROS SINAIS/ SINTOMAS DO SANGUE/ SISTEMA LINFÁTICO/ BAÇO NE;;ESPLENOMEGALIA B87;;;;1;3;2
18;B70;LINFADENITE AGUDA;ABCESSO DE GÂNGLIO LINFÁTICO;LINFADENITE CRÔNICA B71 / LINFADENITE MESENTÉRICA B71;GÂNGLIO LINFÁTICO AUMENTADO B02;;UM OU MAIS GÂNGLIOS LINFÁTICOS INFLAMADOS OU AUMENTADOS, SENSÍVEIS OU COM DOR, NA MESMA REGIÃO ANATÔMICA, QUE APARECERAM RECENTEMENTE (MENOS DE 6 SEMANAS) E CUJA FONTE PRIMÁRIA DE INFECÇÃO É DESCONHECIDA;7;3;2
19;B71;LINFADENITE CRÓNICA NE;LINFADENITE MESENTÉRICA, AGUDA OU CRÔNICA;LINFADENITE AGUDA (EXCETO MESENTÉRICA) B70, LINFANGITE K99;GÂNGLIO LINFÁTICO AUMENTADO BO2;;GÂNGLIOS LINFÁTICOS AUMENTADOS, DOLOROSOS, PERSISTINDO MAIS DE 6 SEMANAS, OU IDENTIFICAÇÃO POR CIRURGIA, ECOGRAFIA OU LINFOGRAFIA DE GÂNGLIOS LINFÁTICOS MESENTÉRICOS AUMENTADOS E INFLAMADOS;7;3;2
20;B72;DOENÇA DE HODGKIN/LINFOMAS;;;OUTRAS NEOPLASIAS MALIGNAS B74 / NEOPLASIAS DE BENIGNIDADE OU MALIGNIDADE NÃO ESPECIFICADA (QUANDO NÃO HÁ DADOS HISTOLÓGICOS DISPONÍVEIS) B75;;MANIFESTAÇÃO HISTOLÓGICA CARACTERÍSTICA;7;3;2
21;B73;LEUCEMIA;TODOS OS TIPOS DE LEUCEMIA;;NEOPLASIAS DE BENIGNIDADE OU MALIGNIDADE NÃO ESPECIFICADA (QUANDO NÃO HÁ DADOS HISTOLÓGICOS DISPONÍVEIS) B75;;MANIFESTAÇÃO HISTOLÓGICA CARACTERÍSTICA;7;3;2
22;B74;OUTRA NEOPLASIA MALIGNA NO SANGUE;DOENÇA MIELOPROLIFERATIVA, MIELOMA MÚLTIPLO;DOENÇA DE HODGKIN, LINFOMAS B72;;;;7;3;2
23;B75;NEOPLASIA BENIGNA NE;POLICITEMIA VERA;;;;;7;3;2
24;B76;ROTURA TRAUMÁTICA DO BAÇO;;;;;;7;3;2
25;B77;OUTRAS LESÕES TRAUMÁTICAS DO SANGUE/LINFA/BAÇO;;RUPTURA TRAUMÁTICA DO BAÇO B76;;;;7;3;2
26;B78;ANEMIA HEMOLÍTICA HEREDITÁRIA;ANEMIA DE CÉLULAS FALCIFORMES, CARACTERÍSTICA DA CÉLULA FALCIFORME, ESFEROCITOSE, TALASSEMIA;;OUTRAS MALFORMAÇÕES CONGÊNITAS B79;;ACHADOS CARACTERÍSTICOS COM TESTES CLÍNICOS TAIS COMO ELETROFORESE DA HEMOGLOBINA, ESFREGAÇO DE SANGUE OU AUMENTO DA FRAGILIDADE OSMÓTICA DOS ERITRÓCITOS;7;3;2
27;B79;OUTRA MALFORMAÇÃO CONGÉNITA DO SANGUE/LINFÁTICA;ANEMIA CONGÊNITA;ANEMIA HEMOLÍTICA HEREDITÁRIA B78, HEMOFILIA B83;;;;7;3;2
28;B80;ANEMIA POR DEFICIÊNCIA FERRO;ANEMIA DEVIDO A PERDA DE SANGUE;DEFICIÊNCIA DE FERRO SEM ANEMIA T91;ANEMIA NÃO ESPECIFICADA B82;;DIMINUIÇÃO DA HEMOGLOBINA OU DO HEMATÓCRITO, ATINGINDO NÍVEIS INFERIORES AOS INDICADOS PARA IDADE E SEXO / E AINDA EVIDÊNCIA DE PERDA DE SANGUE, OU ÍNDICES OU APARÊNCIA DE ERITRÓCITOS HIPOCRÔMICOS MICROCÍTICOS NA AUSÊNCIA DE TALASSEMIA, OU DIMINUIÇÃO DO NÍ;7;3;2
29;B81;ANEMIA PERNICIOSA/DEFICIÊNCIA DE FOLATOS;ANEMIA MACROCÍTICA, ANEMIA MEGALOBLÁSTICA, ANEMIA PERNICIOSA;DEFICIÊNCIA DE VITAMINA B12 SEM ANEMIA T91;;;ANEMIA MACROCÍTICA POR ÍNDICES OU ESFREGAÇO / E AINDA NÍVEL BAIXO DE VITAMINA B12 E ÁCIDO FÓLICO,OU TESTE DE SCHILLING POSITIVO;7;3;2
30;D74;NEOPLASIA MALIGNA DO ESTÔMAGO;CARCINOMA DO ESTÔMAGO;;OUTRAS NEOPLASIAS MALIGNAS (QUANDO A LOCALIZAÇÃO PRIMÁRIA É DESCONHECIDA) D77 / NEOPLASIAS DE BENIGNIDADE OU MALIGNIDADE DESCONHECIDA (QUANDO A HISTOLOGIA NÃO SE ENCONTRA DISPONÍVEL) D78;;APARÊNCIA HISTOLÓGICA CARACTERÍSTICA;7;4;2
31;D75;NEOPLASIA MALIGNA DO CÓLON/RETO;;;OUTRAS NEOPLASIAS MALIGNAS (QUANDO A LOCALIZAÇÃO PRIMÁRIA É DESCONHECIDA) D77 / NEOPLASIAS DE BENIGNIDADE OU MALIGNIDADE DESCONHECIDA(QUANDO A HISTOLOGIA NÃO SE ENCONTRA DISPONÍVEL) D78;;APARÊNCIA HISTOLÓGICA CARACTERÍSTICA;7;4;2
32;D76;NEOPLASIA MALIGNA DO PÂNCREAS;CARCINOMA DO PÂNCREAS;;NEOPLASIAS DE BENIGNIDADE OU MALIGNIDADE DESCONHECIDA (QUANDO A HISTOLOGIA NÃO SE ENCONTRA DISPONÍVEL) D78;;APARÊNCIA HISTOLÓGICA CARACTERÍSTICA;7;4;2
33;D77;NEOPLASIA MALIGNA DO APARELHO DIGESTIVO NE;TODO O TIPO DE MALIGNIDADE PRIMÁRIA DO APARELHO DIGESTIVO EXCETUANDO D74 A D76 / CÂNCER DA VESÍCULA / CÂNCER DO FÍGADO;MALIGNIDADE SECUNDÁRIA DE LOCALIZAÇÃO CONHECIDA (CODIFICAR DE ACORDO COM A LOCALIZAÇÃO) /LOCALIZAÇÃO DESCONHECIDA A79;BENIGNA/ INCERTA NEOPLASIA DIGESTIVA D78;;;7;4;2
34;D78;NEOPLASIA BENIGNA DO APARELHO DIGESTIVO/INCERTA;PÓLIPOS DO ESTÔMAGO, DUODENO, CÓLON, RETO;;;;;7;4;2
35;S15;CORPO ESTRANHO NA PELE;CORPO ESTRANHO SOB A UNHA;;;;;1;12;2
36;D79;CORPO ESTRANHO NO APARELHO DIGESTIVO;CORPO ESTRANHO NO TUBO DIGESTIVO, INCLUINDO BOCA, ESÔFAGO E RETO;CORPO ESTRANHO NA LARINGE R87, INALADO R87;;;;7;4;2
37;D80;OUTRAS LESÕES TRAUMÁTICAS;TRAUMATISMOS DOS ÓRGÃOS ABDOMINAIS, DENTES E LÍNGUA;TRAUMATISMOS DE MÚLTIPLOS ÓRGÃOS A81, ÓRGÃOS PÉLVICOS X82, Y80;;;;7;4;2
38;D81;MALFORMAÇÕES CONGÊNITAS DO APARELHO DIGESTIVO;MALFORMAÇÕES BILIARES / LÁBIO E PALATO LEPORINOS / DIVERTÍCULO DE MECKEL / MEGACÓLON, DOENÇA DE HIRSCHPRUNG / ATRESIA ESOFÁGICA / ESTENOSE PILÓRICA / LÍNGUA PRESA;HEMANGIOMA, LINFANGIOMA B79 / ALTERAÇÕES CONGÊNITAS DO METABOLISMO T80;;;;7;4;2
39;D82;DOENÇA DOS DENTES/GENGIVAS;CÁRIES / ABCESSOS / GENGIVITE / MAL-OCLUSÃO / PERTURBAÇÃO DA ARTICULAÇÃO TEMPOROMANDIBULAR / ANGINA DE VINCENT;DENTIÇÃO D19 / PROBLEMAS COM A DENTADURA D19 / TRAUMATISMO DOS DENTES E GENGIVAS D80;;;;7;4;2
40;D83;DOENÇA DA BOCA/LÍNGUA/LÁBIOS;ÚLCERA AFTOSA / QUILOSE / GLOSSITE / MUCOCELE / PAROTITE / CÁLCULO SALIVAR / ESTOMATITE / AFTAS;CAXUMBA D71 / TRAUMATISMOS D80 / HERPES SIMPLES S71;;;;7;4;2
41;D84;DOENÇA DO ESÔFAGO;ACALASIA, DIVERTÍCULO, SÍNDROME DE MALLORY-WEISS, ESOFAGITE, REFLUXO, ULCERAÇÃO;CÂNCER DO ESÔFAGO D77 / HÉRNIA DO HIATO D90 / VARIZES ESOFÁGICAS K99;;;;7;4;2
42;D85;ÚLCERA DO DUODENO;HEMORRAGIA, OBSTRUÇÃO, PERFURAÇÃO;;AZIA D03 / INDIGESTÃO D07;;ACHADOS IMAGIOLÓGICOS CARACTERÍSTICOS / OU SINAIS ENDOSCÓPICOS CARACTERÍSTICOS / OU SINTOMAS EXACERBADOS EM PACIENTE COM HISTÓRIA CLÍNICA DE ÚLCERA NO DUODENO;7;4;2
43;F72;BLEFARITE/HORDÉOLO/CALÁZIO;DERMATITE / DERMATOSE DAS PÁLPEBRAS / HORDÉOLO / INFECÇÃO / CISTO DE MEIBOMIUS / CISTO TÁRSICO;DACRIOCISTITE F73;;;INFLAMAÇÃO GENERALIZADA OU LOCALIZADA E/OU PÁLPEBRAS INCHADAS, INCLUINDO AS GLÂNDULAS TÁRSICAS;7;5;2
44;D86;ÚLCERA PÉPTICA, OUTRA;GÁSTRICA, GASTROJEJUNAL, MARGINAL / EROSÕES AGUDAS / ÚLCERA PÉPTICA NE;ÚLCERA ESOFÁGICA D84 / ÚLCERA DUODENAL D85;AZIA D03 / INDIGESTÃO D07;;SINAIS IMAGIOLÓGICOS CARACTERÍSTICOS / OU SINAIS ENDOSCÓPICOS CARACTERÍSTICOS / OU SINTOMAS EXACERBADOS NUM PACIENTE COM HISTÓRIA PRÉVIA DE ÚLCERA;7;4;2
45;D87;ALTERAÇÕES FUNCIONAIS ESTÔMAGO;DILATAÇÃO AGUDA DO ESTÔMAGO / DUODENITE / GASTRITE (INCL ALCOÓLICA);GASTRITE OU ENTERITE INFECCIOSA D70,D73;DORES ABDOMINAIS D01, D06 / DORES EPIGÁSTRICAS D02 / AZIA D03 / INDIGESTÃO/DISPEPSIA D07 / GASES INTESTINAIS D08 / NÁUSEA D09 / ESOFAGITE D84 / VÔMITOS D10;;RESULTADOS DE INVESTIGAÇÃO INDICANDO MAU FUNCIONAMENTO DO ESTÔMAGO;7;4;2
46;D88;APENDICITE;ABCESSO DO APÊNDICE, PERFURAÇÃO;;DORES ABDOMINAIS D01, D06 / VÔMITOS D10;;EVIDÊNCIA OBJETIVA DE APÊNDICE INFLAMADO, DETECTADO POR INTERVENÇÃO CIRÚRGICA OU EXAME HISTOLÓGICO;7;4;2
47;D89;HÉRNIA INGUINAL;;HÉRNIA FEMURAL D91;INCHAÇO DO ABDÔMEN D24;;INCHAÇO DA REGIÃO INGUINAL E IMPULSO TRANSMITIDO PELA TOSSE / OU AUMENTO DE VOLUME POR COMPRESSÃO / OU REDUTÍVEL AO ABDÔMEN / OU OBSTRUÇÃO INTESTINAL;7;4;2
48;D90;HÉRNIA DE HIATO /DIAFRAGMÁTICA;HÉRNIA DIAFRAGMÁTICA;ESOFAGITE, REFLUXO D84;DORES EPIGÁSTRICAS D02 / AZIA D03 / INDIGESTÃO D07;;SINAIS CARACTERÍSTICOS POR IMAGIOLOGIA, ENDOSCOPIA, ESTUDOS DE PRESSÃO INTRALUMINAL / OU DURANTE INTERVENÇÃO CIRÚRGICA;7;4;2
49;D91;HÉRNIA ABDOMINAL, OUTRAS;FEMURAL, INCISIONAL, UMBILICAL, VENTRAL;HÉRNIA DO HIATO D90;INCHAÇO ABDOMINAL D24;;IDENTIFICAÇÃO POR INTERVENÇÃO CIRÚRGICA / OU INCHAÇO NA ZONA ESPECIFICADA E IMPULSO TRANSMITIDO PELA TOSSE / OU AUMENTO DE VOLUME POR COMPRESSÃO, OU REDUTÍVEL AO ABDÔMEN, OU OBSTRUÇÃO INTESTINAL;7;4;2
50;D92;DOENÇA DIVERTICULAR INTESTINAL;DIVERTICULITE / DIVERTICULOSE DO INTESTINO;DIVERTÍCULO DE MECKEL D81 / DIVERTÍCULO ESOFÁGICO D84;DORES ABDOMINAIS D01, D06;;SINAIS IMAGIOLÓGICOS DE DIVERTÍCULO / DEMONSTRAÇÃO DE DIVERTÍCULO NA CIRURGIA / OU DORES ABDOMINAIS AGUDAS COM FEBRE, E PALPAÇÃO DOLOROSA DO CÓLON DESCENDENTE OU DA SIGMÓIDE;7;4;2
51;D93;SÍNDROME DO CÓLON IRRITÁVEL;COLITE MUCOSA, COLITE ESPÁSTICA;DOENÇA INTESTINAL DE ORIGEM INFECCIOSA D70, D73 / ENTERITE REGIONAL D94 / GASTRENTERITE E COLITE ALÉRGICAS, DIETÉTICAS E TÓXICAS D99 / INSUFICIÊNCIA VASCULAR DO INTESTINO D99 / DIARRÉIA PSICOGÊNICA P75;DORES ABDOMINAIS D01, D06 / FLATULÊNCIA D08 / DIARRÉIA D11 / PRISÃO DE VENTRE D12;;DORES ABDOMINAIS CONTÍNUAS OU INTERMITENTES E ALTERAÇÃO DO TRÂNSITO INTESTINAL AO LONGO DE DETERMINADO PERÍODO DE TEMPO / E GASES INTESTINAIS, OU CÓLON PALPÁVEL E SENSÍVEL, OU HISTÓRIA CLÍNICA DE FEZES COM MUCO SEM SANGUE;7;4;2
52;D94;ENTERITE CRÔNICA/COLITE ULCEROSA;DOENÇA DE CROHN, ENTERITE REGIONAL, COLITE ULCEROSA;;DORES ABDOMINAIS D01, D06 / DIARRÉIA D11 / COLITE MUCOSA D93;;MANIFESTAÇÕES CARACTERÍSTICAS ENDOSCÓPICAS, IMAGIOLÓGICAS OU HISTOLÓGICAS;7;4;2
53;B82;OUTRAS ANEMIAS NE;ANEMIA APLÁSTICA, ANEMIA HEMOLÍTICA ADQUIRIDA, ANEMIA POR DEFICIÊNCIA DE PROTEÍNAS;ANEMIA POR DEFICIÊNCIA DE FERRO B80 / ANEMIA POR DEFICIÊNCIA DE VIT. B12/ÁCIDO FÓLICO B81 / ANEMIA DA GRAVIDEZ W84;;;;7;3;2
54;B83;PÚRPURA/DEFEITOS DE COAGULAÇÃO;PLAQUETAS ANORMAIS, HEMOFILIA, TROMBOCITOPENIA;;;;;7;3;2
55;B84;GLÓBULOS BRANCOS ANORMAIS;AGRANULOCITOSE / EOSINOFILIA / LEUCOCITOSE / LINFOCITOSE / NEUTROPENIA;LEUCEMIA B73;;;;7;3;2
56;B87;ESPLENOMEGALIA;;HIPERESPLENISMO B99;;;;7;3;2
57;B90;INFECÇÃO POR VIH/ HIV/SIDA/ AIDS;;;;;INFECÇÃO PELO HIV COMPROVADA POR TESTE SOROLÓGICO EM UM PACIENTE COM OU SEM SINTOMAS;7;3;2
58;B99;OUTRA DOENÇA DO SANGUE/LINFÁTICOS/BAÇO;DOENÇA AUTO-IMUNE DO SANGUE / DEFEITOS DO COMPLEMENTO / HIPERESPLENISMO / IMUNODEFICIÊNCIA / OUTRA MALFORMAÇÃO HEMATOLÓGICA OU NÃO ESPECIFICADA / VS ELEVADA / MALFORMAÇÃO DOS ERITRÓCITOS / SARCOIDOSE / POLICITEMIA SECUNDÁRIA;LINFADENITE B70, B71 / POLICITEMIA PRIMÁRIA B75 / DOENÇA DO VÍRUS DA IMUNODEFICIÊNCIA HUMANA (HIV) B90 / LINFOEDEMA K99;;;;7;3;2
59;D01;DOR ABDOMINAL GENERALIZADA/CÓLICAS;CÓLICAS ABDOMINAIS, DESCONFORTO, DOR NE / CÓLICAS INFANTIS;DORES DE ESTÔMAGO D02, AZIA D03, DORES ABDOMINAIS LOCALIZADAS DO6, INDIGESTÃO D07, DORES POR GASES D08, CÓLICAS BILIARES D98, CÓLICAS RENAIS U14, DISMENORRÉIA X02;;;;1;4;2
60;D02;DORES ABDOMINAIS, EPIGÁSTRICAS;DESCONFORTO EPIGÁSTRICO, ENFARTAMENTO / DORES DE ESTÔMAGO;DISPEPSIA/INDIGESTÃO D07 / FLATULÊNCIA, GASES D08;;;;1;4;2
61;D03;AZIA/ QUEIMAÇÃO;ACIDEZ, PIROSE;DORES EPIGÁSTRICAS D02 / INDIGESTÃO D07 / ESOFAGITE, REFLUXO D84;;;;1;4;2
62;D04;DOR ANAL/RETAL;ESPASMO ANAL / PROCTALGIA FUGAZ;FEZES DURAS D12;;;;1;4;2
63;D05;IRRITAÇÃO PERIANAL;PRURIDO PERIANAL;PRURIDO DA VULVA X16;;;;1;4;2
64;D06;OUTRAS DORES ABDOMINAIS LOCALIZADAS;DORES DO CÓLON;DORES EPIGÁSTRICAS D02;;;;1;4;2
65;D07;DISPEPSIA/INDIGESTÃO;;DORES EPIGÁSTRICAS D02, AZIA D03, ERUCTAÇÃO D08;;;;1;4;2
66;D08;FLATULÊNCIA /GASES/ERUCTAÇÕES;ESTÔMAGO INCHADO / ARROTO / DORES PROVOCADAS POR GASES / DISTENSÃO GASOSA / GASES;INDIGESTÃO NE D07, ALTERAÇÃO DO VOLUME DO ABDÔMEN D25;;;;1;4;2
67;D11;DIARREIA;EVACUAÇÃO INTESTINAL FREQÜENTE / FEZES LÍQUIDAS;MELENAS D15, OUTRAS ALTERAÇÕES DO TRÂNSITO INTESTINAL D18;;;;1;4;2
68;D12;OBSTIPAÇÃO;FEZES DURAS;ÍLEO D99;;;;1;4;2
69;D13;ICTERÍCIA;ICTÉRICO;;;;;1;4;2
70;D14;HEMATÊMESE/VÔMITO SANGUE;;HEMOPTISE R24;;;;1;4;2
71;D15;MELENA;FEZES ESCURAS OU NEGRAS;SANGUE FRESCO EXPELIDO PELAS FEZES D16;;;;1;4;2
72;D16;HEMORRAGIA RETAL;SANGUE FRESCO EXPELIDO PELAS FEZES;MELENA D15;;;;1;4;2
73;D17;INCONTINÊNCIA FECAL;INCONTINÊNCIA FECAL;ENCOPRESE P13;;;;1;4;2
74;D18;ALTERAÇÕES NAS FEZES/MOV. INTESTINAIS;;DIARRÉIA D11, PRISÃO DE VENTRE D12, INCONTINÊNCIA D17;;;;1;4;2
75;D19;SINAIS/SINTOMAS DOS DENTES/GENGIVAS;PROBLEMAS COM A DENTADURA, INFLAMAÇÃO OU SANGRAMENTO GENGIVAL, DENTIÇÃO, DOR DE DENTES;CÁRIES D82;;;;1;4;2
76;D20;SINAIS/SINTOMAS DA BOCA/LÍNGUA/LÁBIOS;MAU HÁLITO / LÍNGUA SABURROSA / LÁBIOS RACHADOS / SALIVAÇÃO / BOCA SECA / HALITOSE / LÁBIOS INCHADOS /INFLAMAÇÃO DA BOCA;QUILOSE D83 / PROBLEMAS NOS DENTES E GENGIVAS D19 / ALTERAÇÃO DO GOSTO N16 / DESIDRATAÇÃO T11;;;;1;4;2
77;D21;PROBLEMAS DE DEGLUTIÇÃO;SENSAÇÃO DE SUFOCAMENTO, DISFAGIA;;;;;1;4;2
78;D23;HEPATOMEGALIA;;;;;;1;4;2
79;D24;MASSA ABDOMINAL NE;RELEVO NO ABDÔMEN;ESPLENOMEGALIA B87, HEPATOMEGALIA D23, MASSA RENAL U29;;;;1;4;2
80;D25;DISTENSÃO ABDOMINAL;ABDÔMEN INCHADO SEM MASSA;ESTÔMAGO DILATADO, GASES D08 / MASSA ABDOMINAL D24 / ASCITE D29;;;;1;4;2
81;D26;MEDO DE CÂNCER NO APARELHO DIGESTIVO;;SE O PACIENTE TEM A DOENÇA, CODIFIQUE-A;;;PACIENTE QUE RECEIA UM CÂNCER DO APARELHO DIGESTIVO SEM O TER, OU ATÉ O DIAGNÓSTICO SER CONFIRMADO;1;4;2
82;D27;MEDO DE OUTRAS DOENÇAS APARELHO DIGESTIVO;RECEIO DE DOENÇA DO APARELHO DIGESTIVO DIFERENTE DE CÂNCER;SE O PACIENTE SOFRE DA DOENÇA, CODIFIQUE-A;;;PACIENTE QUE RECEIA UMA DOENÇA DO APARELHO DIGESTIVO SEM A TER, OU ATÉ O DIAGNÓSTICO SER CONFIRMADO;1;4;2
83;D28;LIMITAÇÃO FUNCIONAL/INCAPACIDADE;;COLOSTOMIA, GASTROSTOMIA A89 / PERTURBAÇÕES PÓS-OPERATÓRIAS D99 / SÍNDROME DO ESVAZIAMENTO RÁPIDO D99;;OS QUADROS COOP/WONCA PERMITEM CODIFICAR O ESTADO FUNCIONAL DO PACIENTE (VER CAPÍTULO 8).;LIMITAÇÃO FUNCIONAL/ INCAPACIDADE DEVIDO A PROBLEMA DIGESTIVO;1;4;2
84;D29;OUTROS SINAIS/SINTOMAS DIGESTIVOS;ASCITE, RANGER DE DENTES;;;;;1;4;2
85;D70;INFECÇÃO GASTROINTESTINAL;INFECÇÃO GASTROINTESTINAL OU DISENTERIA COM ORGANISMOS ESPECIFICADOS INCLUINDO CAMPYLOBACTER, GIÁRDIA, SALMONELA, SHIGELLA, FEBRE TIFÓIDE, CÓLERA;CONTATOS, PORTADORES DE DOENÇA INFECCIOSA/PARASITÁRIA A99 / INFECÇÕES NÃO-ESPECÍFICAS OU PRESUMIDAS D73;PRESUMÍVEL INFECÇÃO DE GASTRENTERITE D73;;PACIENTE SINTOMÁTICO COM EVIDÊNCIA DE BACTÉRIA PATOGÊNICA, VÍRUS OU PROTOZOÁRIOS POR SOROLOGIA OU ISOLAMENTO NAS FEZES OU EM ALIMENTOS INGERIDOS;7;4;2
86;D71;CAXUMBA/PAROTIDITE EPIDÊMICA;MENINGITE DE CAXUMBA, ORQUITE DE CAXUMBA, PANCREATITE DE CAXUMBA;;MASSA OU INCHAÇO LOCALIZADO A08;;INFLAMAÇÃO AGUDA NÃO SUPURATIVA, NÃO-ERITEMATOSA, DIFUSA, DOLOROSA DE UMA OU MAIS GLÂNDULAS SALIVARES OU INFECÇÃO AGUDA DE CAXUMBA DIAGNOSTICADA POR CULTURA OU SOROLOGIA / OU ORQUITE NUMA PESSOA EXPOSTA AO VÍRUS DA CAXUMBA, APÓS O PERÍODO DE INCUBAÇÃO;7;4;2
87;D72;HEPATITE VIRAL;TODO TIPO DE HEPATITE DE ORIGEM SUPOSTAMENTE VIRAL / HEPATITE CRÔNICA ATIVA;HEPATITE NE D97;ICTERÍCIA D13, HEPATOMEGALIA D96;;EVIDÊNCIA DE INFECÇÃO VIRAL HEPÁTICA COM INFLAMAÇÃO, COM OU SEM ICTERÍCIA / OU EVIDÊNCIA SOROLÓGICA DE UMA INFECÇÃO COM UM VÍRUS DA HEPATITE;7;4;2
